game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
theproyakyuusuper,The Pro Yakyū Super,ザ・プロ野球 Super,The Pro Yakyū Super,ザ・プロ野球 Super,1992-10-09
theproyakyuusuper94,The Pro Yakyū Super '94,ザ・プロ野球 Super '94,The Pro Yakyū Super '94,ザ・プロ野球 Super '94,1994-06-17
thesugoroku92naritore,The Sugoroku '92: Nari Tore: Nariagari Trendy,ザ・スゴロク'92 なりトレ Nariagari Trendy,The Sugoroku '92: Nari Tore: Nariagari Trendy,ザ・スゴロク'92 なりトレ Nariagari Trendy,1991-12-20
thetvshow,The TV Show,The TV Show ザ・ティーヴィーショー,The TV Show,The TV Show ザ・ティーヴィーショー,1995-09-29
slimeworld,Todd's Adventures in Slime World,,Slime World,Slime World スライムワールド,1992-10-09
tokimekimemorial,Tokimeki Memorial,ときめきメモリアル,Tokimeki Memorial,ときめきメモリアル,1994-05-27
tokimekimemorial,Tokimeki Memorial,ときめきメモリアル,Tokimeki Memorial,ときめきメモリアル,
tokimekimemorial,Tokimeki Memorial,ときめきメモリアル,Tokimeki Memorial,ときめきメモリアル,
tokimekimemorial,Tokimeki Memorial,ときめきメモリアル,Tokimeki Memorial,ときめきメモリアル,
topwoneraegunbustervol1,Top wo Nerae! GunBuster Vol. 1,トップをねらえ! GunBuster Vol. 1,Top wo Nerae! GunBuster Vol. 1,トップをねらえ! GunBuster Vol. 1,1992-06-25
topwoneraegunbustervol2,Top wo Nerae! GunBuster Vol. 2,トップをねらえ! GunBuster Vol. 2,Top wo Nerae! GunBuster Vol. 2,トップをねらえ! GunBuster Vol. 2,1993-03-26
traveleple,Travel Eple,Travel エプル,Travel Eple,Travel エプル,1992-09-04
travellersdensetsuwobuttobase,Travellers! Densetsu wo Buttobase,とらべらーず！伝説をぶっとばせ,Travellers! Densetsu wo Buttobase,とらべらーず！伝説をぶっとばせ,1994-12-29
uchuusenkanyamato,Uchū Senkan Yamato,宇宙戦艦ヤマト,Uchū Senkan Yamato,宇宙戦艦ヤマト,1992-12-22
ultraboxsoukangou,Ultra Box,,Ultra Box Sōkan-gō,ウルトラボックス創刊号,1990-06-15
ultrabox2gou,Ultra Box,,Ultra Box 2-gō,Ultra Box 2号 ウルトラボックス2号,1990-09-28
ultrabox3gou,Ultra Box,,Ultra Box 3-gō,Ultra Box 3 ウルトラボックス3号,1990-12-28
ultrabox4gou,Ultra Box,,Ultra Box 4-gō,Ultra Box ウルトラボックス4号,1991-05-24
ultrabox5gou,Ultra Box,,Ultra Box 5-gō,Ultra Box ウルトラボックス5号,1991-09-27
ultrabox6gou,Ultra Box,,Ultra Box 6-gō,Ultra Box ウルトラボックス6号,1992-01-31
uruseiyatsurastaywithyou,Urusei Yatsura: Stay with You,うる星やつら ☆Stay with You☆,Urusei Yatsura: Stay with You,うる星やつら ☆Stay with You☆,1990-06-29
valis2,Valis II,ヴァリスII,Valis II,ヴァリスII,1989-06-23
valis2,Valis II,ヴァリスII,Valis II,ヴァリスII,1989-06-23
valis2,Valis II,ヴァリスII,Valis II,ヴァリスII,1989-06-23
valis3,Valis III,ヴァリスIII,Valis III,ヴァリスIII,1989-09-07
valis3,Valis III,ヴァリスIII,Valis III,ヴァリスIII,1989-09-07
valis4,Valis IV,ヴァリスIV,Valis IV,ヴァリスIV,1991-08-23
vasteel,Vasteel,,Vasteel,,1990-12-20
vasteel2,Vasteel 2,,Vasteel 2,Vasteel 2 バスティール,1994-07-08
virgindream,Virgin Dream,,Virgin Dream,Virgin Dream ヴァージン・ドリーム,1996-05-31
whereintheworldiscarmensandiego,Where in the World Is Carmen Sandiego?,,Where in the World Is Carmen Sandiego?,,1990-03-30
windsofthunder,Winds of Thunder,,Winds of Thunder,,1993-04-23
wizardry12,Wizardry I・II,,Wizardry I・II,Wizardry I・II ウィザードリィ,1993-07-27
wizardry34,Wizardry III・IV,,Wizardry III・IV,Wizardry III・IV ウィザードリィ,1994-03-04
wizardry5heartofthemaelstrom,Wizardry V,,Wizardry V: Heart of the Maelstrom,Wizardry V ウィザードリィ Heart of the Maelstrom,1992-09-25
wonderboy3monsterlair,Wonder Boy III: Monster Lair,,Wonder Boy III: Monster Lair,Wonder Boy III: Monster Lair モンスター・レア,1989-08-31
wonderboy3monsterlair,Wonder Boy III: Monster Lair,,Wonder Boy III: Monster Lair,Wonder Boy III: Monster Lair モンスター・レア,
worldheroes2,World Heroes 2,,World Heroes 2,World Heroes 2 ワールドヒーローズ,1994-06-04
wrestleangelsdoubleimpact,Wrestle Angels: Double Impact,レッスルエンジェルス Double Impact,Wrestle Angels: Double Impact,レッスルエンジェルス Double Impact,1995-05-15
wrestlinguniversefireprojoshidctzvsjwp,Wrestling Universe: Fire Pro Joshi: Dome Chōjo Taisen: Zenjo vs JWP,Wrestling Universe ファイプロ女子 憧夢超女大戦 全女 vs JWP,Wrestling Universe: Fire Pro Joshi: Dome Chōjo Taisen: Zenjo vs JWP,Wrestling Universe ファイプロ女子 憧夢超女大戦 全女 vs JWP,1995-02-03
xak12,Xak,Xak サーク,Xak I・II,Xak サークI・II,1992-12-18
xak3theeternalrecurrence,Xak III: The Eternal Recurrence,Xak III サーク The Eternal Recurrence,Xak III: The Eternal Recurrence,Xak III サーク The Eternal Recurrence,1994-09-30
yawara,YaWaRa! A Fashionable Judo Girl!,,YaWaRa!,,1992-10-01
yawara2,YaWaRa! 2: A Fashionable Judo Girl!,,YaWaRa! 2,,1994-09-23
yamamuramisasuspensekksj,Yamamura Misa Suspense: Kinsenka Kyōezara Satsujin Jiken,山村美紗サスペンス 金盞花京絵皿殺人事件,Yamamura Misa Suspense: Kinsenka Kyōezara Satsujin Jiken,山村美紗サスペンス 金盞花京絵皿殺人事件,1992-03-06
yaminoketsuzokuhk,Yami no Ketsuzoku: Harukanaru Kioku,闇の血族 遥かなる記憶,Yami no Ketsuzoku: Harukanaru Kioku,闇の血族 遥かなる記憶,1993-12-17
yokoyamamitsuterushinsangokushitwwn,Yokoyama Mitsuteru Shin Sangokushi: Tenka wa Ware ni,横山光輝 真・三国志 天下は我に,Yokoyama Mitsuteru Shin Sangokushi: Tenka wa Ware ni,横山光輝 真・三国志 天下は我に,1992-11-20
ys12,Ys: Ancient Ys Vanished,イース Ancient Ys Vanished,Ys I・II: Ancient Ys Vanished,Ys イースI・II: Ancient Ys Vanished,1989-12-21
ys12,Ys: Ancient Ys Vanished,イース Ancient Ys Vanished,Ys I・II: Ancient Ys Vanished,Ys イースI・II: Ancient Ys Vanished,1989-12-21
ys3,Ys: Wanderers from Ys,,Ys III,Ys イース III,1991-03-22
ys4,Ys IV: The Dawn of Ys,,Ys IV: The Dawn of Ys,,1993-12-22
ys4,Ys IV: The Dawn of Ys,,Ys IV: The Dawn of Ys,,
yuyuhakushoyamishoubuabk,Yū Yū Hakusho,幽☆遊☆白書,Yū Yū Hakusho: Yami Shōbu!! Ankoku Bujutsu-kai,幽☆遊☆白書 闇勝負!! 暗黒武術会,1993-09-30
zankagerounotooki,Zan: Kagerō no Toki,斬 Zan 陽炎の時代,Zan: Kagerō no Toki,斬 Zan 陽炎の時代,1991-12-27
zero4champ2,Zero 4 Champ II,Zero 4 Champ II ゼロヨンチャンプII,Zero 4 Champ II,Zero 4 Champ II ゼロヨンチャンプII,1993-03-05
zerowing,Zero Wing,,Zero Wing,Zero Wing ゼロウイング,1992-09-18
shadowofthebeast,Beast,,Shadow of the Beast,,1992
beyondshadowgate,Beyond Shadowgate,,Beyond Shadowgate,,1993
pcgenjin3pithecanthropuscomputerurus,Bonk III: Bonk's Big Adventure,,Bonk 3: Bonk's Big Adventure,,1994-12
pang,Buster Bros.,,Buster Bros.,,1993-01
campcalifornia,Camp California,,Camp California,,1993-07
cosmicfantasy2boukenshounenban,Cosmic Fantasy 2,,Cosmic Fantasy 2,,1992-06
dragonslayerthelegendofheroes,Dragon Slayer: The Legend of Heroes,,Dragon Slayer: The Legend of Heroes,,1992
dungeonexplorer2,Dungeon Explorer II,,Dungeon Explorer II,,1993-09
dungeonmastertheronsquest,Dungeon Master: Theron's Quest,,Dungeon Master: Theron's Quest,,1993-05
exiletokinohasamae,Exile,,Exile,,1992
exile2janennojishou,Exile: Wicked Phenomenon,,Exile: Wicked Phenomenon,,1993-06
cotton,Fantastic Night Dreams: Cotton,,Fantastic Night Dreams: Cotton,,1993-04
fightingstreet,Fighting Street,,Fighting Street,,1989-11
finalzone2,Final Zone II,,Final Zone II,,1990-11
lostworlds,Forgotten Worlds,,Forgotten Worlds,,1992-22
gateofthunderbonksadventurebonksrevenge,Gate of Thunder / Bonk's Adventure / Bonk's Revenge,,Gate of Thunder / Bonk's Adventure / Bonk's Revenge,,1992-10-10
godzillabakutouretsuden,Godzilla,,Godzilla,,1994-10-03
itcamefromthedesert,It Came from the Desert,,It Came from the Desert,,1991-12
jacknicklausturbogolf,Jack Nicklaus' Turbo Golf,,Jack Nicklaus Turbo Golf,,1990
johnmaddenduocdfootball,John Madden Duo CD Football,,John Madden Duo CD Football,,1993-09
redalert,Last Alert,,Last Alert,,1991-01
loom,Loom,,Loom,,1992-11
windsofthunder,Lords of Thunder,,Lords of Thunder,,1993-03
lordsoftherisingsun,Lords of the Rising Sun,,Lords of the Rising Sun,,1992-07
mightandmagic3islesofterra,Might and Magic III: Isles of Terra,,Might and Magic III: Isles of Terra,,1994-08-17
wonderboy3monsterlair,Monster Lair,,Monster Lair,,1989-12
murderclub,Murder Club,,J. B. Harold: Murder Club,,1991-05
princeofpersia,Prince of Persia,,Prince of Persia,,1992-10
ookamitekimonshoucrestofwolf,Riot Zone,,Riot Zone,,1993-05
shapeshifter,Shapeshifter,,Shape Shifter,,1992-10
sherlockholmesconsultingdetective,Sherlock Holmes: Consulting Detective,,Sherlock Holmes: Consulting Detective,,1991-06
sherlockholmesconsultingdetectivevol2,Sherlock Holmes: Consulting Detective Vol. II,,Sherlock Holmes: Consulting Detective Vol. II,,1993-06
simearth,SimEarth: The Living Planet,,SimEarth: The Living Planet,,1993
splashlake,Splash Lake,,Splash Lake,,1992-08
cddenjinrockabillytengoku,Super AirZonk: Rockabilly-Paradise,,Super AirZonk: Rockabilly-Paradise,,1994
terraforming,SydMead's TerraForming,,SydMead's TerraForming,,1994
theaddamsfamily,The Addams Family,,The Addams Family,,1991-11
choueiyuudensetsudynastichero,The Dynastic Hero,,The Dynastic Hero,,1994
magicalsaurustour,The Magical Dinosaur Tour,,Magical Dinosaur Tour,,1990-09
valis2,Valis II,,Valis II,,1991-03
valis3,Valis III,,Valis III,,1992-03
vasteel,Vasteel,,Vasteel,,1993-04
ys12,Ys: Ancient Ys Vanished,イース Ancient Ys Vanished,Ys Book I & II,,1990-05
ys12,Ys: Ancient Ys Vanished,イース Ancient Ys Vanished,Ys Book I & II,,1990-05
ys3,Ys: Wanderers from Ys,,Ys III: Wanderers from Ys,,1991-11
ayapsychicdetectiveseriesvol3,[AÝA] Psychic Detective Series Vol 3,,[AÝA] Psychic Detective Series Vol.3,,
bishoujosenshisailormooncollection,Bishōjo Senshi Sailor Moon Collection,美少女戦士セーラームーン Collection コレクション,Bishōjo Senshi Sailor Moon Collection,美少女戦士セーラームーン Collection コレクション,
bomberman94taikenban,Bomber Man '94 Special Version,Bomber Man '94 Special Version / Bomber Man '94 キャラバン用 限定非売品,Bomber Man '94 Taikenban,Bomber Man '94 ボンバーマン 体験版,1993
burai2yamikouteinogyakushuu,Burai II: Yami Kōtei no Gyakushū,Burai ブライII 闇皇帝の逆襲,Burai II: Yami Kōtei no Gyakushū,ブライII 闇皇帝の逆襲,
bomberman94,Deden no Den: Deden no Kabuki-den,ででんのでん 電々のカブキ伝,Tengai Makyō: Deden no Den: Deden no Kabuki-den,天外魔境　ででんのでん 電々のカブキ伝,1994
hypercatalogduo1994summer,Duo-RX Hatsubai Kinen Tokubetsu-han: Hyper Catalog: Natsu 1994,Duo-RX 発売記念 特別版 ハイパーカタログ 夏1994,Duo-RX Hatsubai Kinen Tokubetsu-han: PC Engine Hyper Catalog CD-ROM: 1994 Summer,Duo-RX 発売記念 特別版 PCエンジン ハイパーカタログ CD-ROM: 1994 Summer,1994
hypercatalogduo1994summer,Duo-RX Hatsubai Kinen Tokubetsu-han: Hyper Catalog: Natsu 1994,Duo-RX 発売記念 特別版 ハイパーカタログ 夏1994,Duo-RX Hatsubai Kinen Tokubetsu-han: PC Engine Hyper Catalog CD-ROM: 1994 Summer,Duo-RX 発売記念 特別版 PCエンジン ハイパーカタログ CD-ROM: 1994 Summer,1994
emeralddragon,Emerald Dragon,エメラルドドラゴン,Emerald Dragon,Emerald Dragon エメラルド ドラゴン,1994-01-28
midimaze,Faceball,,Faceball,Faceball フェイス ボール,
fuuunkabukidentengaimakyou,Fūun Kabuki-den: Tengai Makyō: Far East of Eden,風雲カブキ伝 天外魔境 Far East of Eden,Fūun Kabuki-den: Tengai Makyō: Far East of Eden,風雲カブキ伝 天外魔境 Far East of Eden,
garoudensetsu2at,Garō Densetsu 2: Aratanaru Tatakai,GarouDensetsu 2 餓狼伝説2 新たなる闘い,Garō Densetsu 2: Aratanaru Tatakai,餓狼伝説2 新たなる闘い,
garoudensetsuspecial,Garō Densetsu Special,GarouDensetsu 餓狼伝説 Special,Garō Densetsu Special,餓狼伝説 Special がろうでんせつスペシャル,
gingaojousamadensetsuyuna,Ginga Ojōsama Densetsu: Galaxy Freulein Yuna,銀河お嬢様伝説 Galaxy Fraulein ユナ♥,Ginga Ojōsama Densetsu: Galaxy Fraulein Yuna,銀河お嬢様伝説 Galaxy Fraulein ユナ♥,
hypercatalog,Hyper Catalog CD-ROM,ハイパーカタログ CD-ROM,PC Engine Hyper Catalog CD-ROM,PCエンジン ハイパーカタログ CD-ROM,1992
hypercatalog2,Hyper Catalog CD-ROM 2: 1993 Spring,ハイパーカタログ CD-ROM 2: 1993 Spring,PC Engine Hyper Catalog CD-ROM 2,PCエンジン ハイパーカタログ CD-ROM 2,1993
hypercatalog3,Hyper Catalog CD-ROM 3: 1993 Summer,ハイパーカタログ CD-ROM 3: 1993 Summer,PC Engine Hyper Catalog CD-ROM 3,PCエンジン ハイパーカタログ CD-ROM 3,1993
hypercatalog4,Hyper Catalog 4,ハイパーカタログ 4,PC Engine Hyper Catalog CD-ROM 4: 1993 Winter,PCエンジン ハイパーカタログ CD-ROM 4: 1993 Winter,1993
hypercatalog5,Hyper Catalog 5,ハイパーカタログ 5,PC Engine Hyper Catalog CD-ROM 5: 1994 Spring,PCエンジン ハイパーカタログ CD-ROM 5: 1994 Spring,1994
hypercatalog6,Hyper Catalog 6,ハイパーカタログ 6,PC Engine Hyper Catalog CD-ROM 6: 1994 Summer,PCエンジン ハイパーカタログ CD-ROM 6: 1994 Summer,1994
hypercatalog6,Hyper Catalog 6,ハイパーカタログ 6,PC Engine Hyper Catalog CD-ROM 6: 1994 Summer,PCエンジン ハイパーカタログ CD-ROM 6: 1994 Summer,1994
kisoulouga,Kisō Louga,Louga 機装ルーガ,Louga,,
laplacenoma,Laplace no Ma,ラプラスの魔,Laplace no Ma,ラプラスの魔,
madstalkerfullmetalforce,Mad Stalker: Full Metal Force,,Mad Stalker: Full Metal Force,,
pcenginefanspecialcdrom1,PC Engine Fan: Special CD-ROM² Vol. 1,,PC Engine Fan: Special CD-ROM² Vol. 1,,1996
popfulmail,PopfulMail: Magical Fantasy Adventure,ぽっぷるメイル Magical Fantasy Adventure,PopfulMail: Magical Fantasy Adventure,ぽっぷるメイル PopfulMail: Magical Fantasy Adventure,
lodosstousenki2,Record of Lodoss War II,,Lodoss-tō Senki II: Record of Lodoss War,ロードス島戦記II Record of Lodoss War,
ryuukonoken,Ryūko no Ken,龍虎の拳,Ryūko no Ken,龍虎の拳,
seiyamonogatariafs,Seiya Monogatari: AnEarth Fantasy Stories,聖夜物語 AnEarth Fantasy Stories,Seiya Monogatari: AnEarth Fantasy Stories,聖夜物語 AnEarth Fantasy Stories,
snatcher,Snatcher CD・ROMantic: Pilot Disk,Cyber Punk Adventure: Snatcher CD・ROMantic: Pilot Disk,Snatcher CD・ROMantic: Pilot Disk,サイバーパンク・アドベンチャー●スナッチャー Snatcher CD・ROMantic: Pilot Disk,1992-08-07
startlingodyssey2maryuusensou,Startling Odyssey II: Maryū Sensō,Startling Odyssey スタートリング オデッセイ II 魔境戦争,Startling Odyssey II: Maryū Sensō,Startling Odyssey スタートリング オデッセイ II 魔境戦争,
supercddemo2,Tentō-yō Demo Sample: Super-CD-Demo²,店頭用デモサンプル Super-CD-Demo²,Tentō-yō Demo Sample: Super-CD-Demo²,店頭用デモサンプル Super-CD-Demo²,1995
supercdrom2taikensoftshuu,Tengai Makyō II / Dragon Slayer: The Legend of Heroes,天外魔境II / Dragon Slayer: The Legend of Heroes,Super CD-ROM² Taiken Soft Shū,Super CD-ROM² 体験ソフト集,1991-12-13
kazenodensetsuxanadu,The Legend of Xanadu: Kaze no Densetsu Xanadu,The Legend of Xanadu 風の伝説ザナドゥ,Kaze no Densetsu Xanadu,風の伝説ザナドゥ,
worldheroes2,World Heroes 2,,World Heroes 2,World Heroes 2 ワールドヒーローズ,
avtanjou,AV Tanjō,AV誕生,AV Tanjō,AV誕生,1995-02-24
avtanjou,AV Tanjō,AV誕生,AV Tanjō,AV誕生,1995-02-24
avtanjou,AV Tanjō,AV誕生,AV Tanjō,AV誕生,1995-02-24
bikinigirls,Bikini Girls,,Bikini Girls,,1993
bishoujosenshiidolpai,Bishōjo Janshi Idol Pai,美少女雀士アイドルパイ☆,Bishōjo Janshi Idol Pai,美少女雀士アイドルパイ☆,1995-11
cdbishoujopachinkokyuumayonshimai,CD Bishōjo Pachinko: Kyūma Yon Shimai,CD美少女パチンコ 球魔四姉妹,CD Bishōjo Pachinko: Kyūma Yon Shimai,CD美少女パチンコ 球魔四姉妹,1994
cdhanafudabishoujofanclub,CD Hanafuda: Bishōjo Fanclub,CD花札 美少女ファンクラブ,CD Hanafuda: Bishōjo Fanclub,CD花札 美少女ファンクラブ,1994
cdmahjongbishoujochuushinha,CD Mahjong: Bishōjo Chūshinha,CD麻雀 美少女中心派,CD Mahjong: Bishōjo Chūshinha,CD麻雀 美少女中心派,1993
cdpachislobishoujogambler,CD PachiSlo: Bishōjo Gambler,CDパチスロ 美少女ギャンブラー,CD PachiSlo: Bishōjo Gambler,CDパチスロ 美少女ギャンブラー,1994
fxunityukithehenshinengine,FX・Unit Yuki: The Henshin Engine,FX・Unit Yuki: FX・ユニット雪 The Henshin Engine,FX・Unit Yuki: The Henshin Engine,FX・Unit Yuki: FX・ユニット雪 The Henshin Engine,2018-04-12
gingakukeisensetsusapphire,Ginga Fukei Densetsu Sapphire,銀河婦警伝説サファイア,Ginga Fukei Densetsu Sapphire,銀河婦警伝説サファイア,
hawiianislandgirls,Hawiian Island Girls,,Hawiian Island Girls,,1993
fxunityukithehenshinengine,Henshin Engine,Henshin Engine ヘンシン・エンジン,Henshin Engine: The Game,Henshin Engine ヘンシン・エンジン The Game,
hilegfantasy,Hi-Leg Fantasy,Hi-Leg Fantasy ハイレグファンタジー,Hi-Leg Fantasy,Hi-Leg Fantasy ハイレグファンタジー,1994
hypernovablast,Hypernova Blast,,Hypernova Blast,,2014-09-08
implode,Implode,,Implode,,2002
insanity,Insanity,,Insanity,,2009-10-24
jthunder,J Thunder,,J・Thunder: Tsumetai Hada wa Shōjo wo Nurasu,J・サンダー 冷たい肌は少女を濡らす,1999
jessiejaegerincleopatrascurse,Jessie Jaeger in Cleopatra's Curse,,Jessie Jaeger in Cleopatra's Curse,,2022
meteorblasterdx,Meteor Blaster DX,,Meteor Blaster DX,,2004
meteorblasterdx,Meteor Blaster DX: 2013 Ver,,Meteor Blaster DX,,2013
mysterioussong,Mysterious Song,,Mysterious Song,,2011-11-27
mysterioussong,Mysterious Song,,Mysterious Song,,2015
pyramidplunder,Pyramid Plunder,,Pyramid Plunder,,2013-03-03
revivalchase,Revival Chase,,Revival Chase,,2013-01-28
shiawaseusaginuretabishoujohajimetenanoni,Shiawase Usagi: Happy Rabbit,しあわせうさぎ Happy Rabbit,Shiawase Usagi: Nureta Bishōjo: Hajimete Nanoni...,しあわせうさぎ 濡れた美少女 初めてなのに…,1993-10-14
shiawaseusagi2torawareusagisailorz,Shiawase Usagi 2: Toraware Usagi / Sailor Z,しあわせうさぎ2 とらわれうさぎ / セーラーZ,Shiawase Usagi II: Toraware Usagi Sailor Z,しあわせうさぎII とらわれうさぎ セーラーZ,1995-08-01
shinsetsushiawaseusagi,Shinsetsu Shiawase Usagi,真説 しあわせうさぎ,Shinsetsu Shiawase Usagi,真説 しあわせうさぎ,1995-09-30
shinsetsushiawaseusagi2keni,Shinsetsu Shiawase Usagi 2,真説 しあわせうさぎ2,Shinsetsu Shiawase Usagi 2: Kairaku e no Invitation,真説 しあわせうさぎ2 快楽へのインビテーション,1996-02-25
thelocalgirlsofhawaii,The Local Girls of Hawaii,,The Local Girls of Hawaii,,1993
shinsetsushiawaseusagifyya,Tokimekitte Usagi,ときめきってうさぎ,Shinsetsu Shiawase Usagi f: Yūjō Yorimo Aiyoku,真説しあわせうさぎf 友情より愛欲,1997-09-10
